no,product_name,product_price,shop_location,shop_name,shop_rating,products_sold,product_url
790,Realme 12 + | Realme 12 Plus 8/256 GB [8GB+256GB] Garansi Resmi,Rp3.783.000,Jakarta Barat,duniagadgetku,5.0,11 terjual,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsJfopJ7HsU7bm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-wZcu7rVJpQI2_81zjHcNMrJN3gSgwe7BOZjP0ypVMyBuiy12_yfBEzJthPOViqMWGgfON8cYgyBC6ZIVC_1YFQfFdQAPI1sr7_soE69ubzcWUyMPH33VEoju6PBgs69-qQ_C56VPuZcOVqVPy8Bu51Mhz_V-5_IUfHMVZejNtQmUDUSz2Q31i6sJRH_yOoAedHAUDUMoFyaUEopnFbm-FQRo2PcB5QiUEH_eDUMVDgaUEUSo7QuYDHOYDHBYDHZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDfoZFaomFpHA179ZFiQBYsy3Njq3zxPcuwy3zpUsthoA1DUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEoA1FbsK7oAJfosrFHpHR6Ajfbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1O_oA-ouJjO_1zo81Oku_zozVjF_BzVH1B2PfBgHO-N3Ao6QVByZM2xe7jfZ32gP1NE__CozJJa_S2oHJOJe_-68jOE_MB-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7B2PfBiQ_BO3_-uq1Y2ZM2g8juE33O3QJNNHIx6z71h_VzzoJdaz9zvzJ1p_3jFo1N1e_zozVJF33O6q7NJyfBHe72fyfODQMV9o3gqzOgR3A-Dq7BkQfBoe7BpZ37N83V9gICiQABRyf7Nqfz9_sCyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D692xzpBR3A-Dq7BkQfBoe7BpZ3NcHu2yZsuyHO-t3sooq1Y2ZSooQAxN_jxd6c-JZSoiHfedgjPR8c-I6_oMZIxEgJrh6cgIPR2y8jOR_BzZ6cgI_MB-q9P2yp-6PMoWuMggQj2fgAo6QJBkQfBoe7BpZ3N6qMUpZMhyH7ND3uxGqMVAZ_g-qj7p_uH7oJNEypo6qjud_OzCHjNEgp--QsnYUiFiyfhOrRzBrBY2gVYfHiUEHs1fH_eDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsU7UiFiHpnOomUDUsHFo_1ibmUpHArpUiFiHpnO6mUDUs1p6AUi9ZFirI-2yfuwyMBjUstRHAnDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEo_UObsJp6A1RHsrposnFopjDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXHpKO6_yOH_1f6_JR6_edH97?dv=desktop&pub_id=0&management_type=1&t=desktop&ob=23&is_search=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fduniagadgetku%2Frealme-12-realme-12-plus-8-256-gb-8gb-256gb-garansi-resmi-8-256-promo-abb96%3FextParam%3Dcmp%253D1%2526ivf%253Dfalse%26src%3Dtopads&page=8&pub_domain=0&keywords=handphone&pub_unit=0&src=search
791,(RESMI) Samsung Galaxy Z Flip 4 5G 128GB 256GB 512GB Purple Blue SEIN,Rp8.499.000,Jakarta Pusat,Putra Group,4.9,750+ terjual,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_yaosUaopjabm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-wZcu7rVJpQI2_81zjHcNMrJN3gSgwe7BOZjP0ypVMyBuiy12_yfBEzJthPOViqMWGgfON8cYgyBC6ZIVC_1YFQfFdQAPI1sr7_soE69ubzcWUyMPH33VEoju6PBgs69-qQ_C56VPuZcOVqVPy8Bu51Mhz_V-5_IUfHMVZejNtQmUDUSz2Q31i6sJRH_yOoAedHAUDUMoFyaUEo_nFbm-FQRo2PcB5QiUEH_1DUMVDgaUEUSo7QuYDHOYDHBYDHZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDfoZFaomFpHA179ZFiQBYsy3Njq3zxPcuwy3zpUsthoA1DUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEoAehbsjFo_HOHAnRoAJhHpU7bm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1ONoAoozJ7p_1zoH7OJ__oozJ7p_1zo8jB2PfBgHO-N3Ao6QVByZM2xe7jfZ32sP1YJ39B6zJJp_7zg81NJe_ovzVBEZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32Cq1hAZSuiHsuk3Bo-ojBW_M2ouJN23BPuH7h1z_CguVu7_jzSHOB_HAzoucoN_Vz0H1OJgRP6zV-23_-zHJNNZ9o-Q_BNyuPjrc-D63Wq3J-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7-Nys-ZHujp1MgxuOV2_fB-P7B2PfBiH72F3s-DPuKp_MYiH7-MyuPzq1Y2Z9P-q9P2yOx3QcoXQcgjz7gXyRB-ojBWPRBy8jjFgjxdr7OW8IgjHRKdyjzcrfUpgAxMZJdFyBxd6c-J_Mgo8jJh_jxd6VjaZ3BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z9P-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBo8BjF_c2uP7NJu_uvuJuR_M2uH1N1yfBM1_7YUiFiyfhOrRzBrBY2gVYfHiUEHpyfoArDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsU7UiFiHpnOomUDUsHFo_1ibmUpHArpUiFiHpnO6mUDUs1p6AUi9ZFirI-2yfuwyMBjUstOHAnDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEo_UfbsJaoArpos1dHpKNoAyDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXo_JdosndHAHao_K7opKFoI7?t=desktop&is_search=1&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fputragroup%2Fresmi-samsung-galaxy-z-flip-4-5g-128gb-256gb-512gb-purple-blue-8-256gb-light-blue-ff207%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_unit=0&keywords=handphone&pub_id=0&page=8&ob=23&dv=desktop&src=search&pub_domain=0
792,redmi 12 8gb 128gb resmi baru gres,Rp1.750.000,Bandung,mugi_laris2,5.0,50+ terjual,https://www.tokopedia.com/mugilaris2-/redmi-12-8gb-128gb-resmi-baru-gres?extParam=ivf%3Dfalse%26src%3Dsearch
793,Infinix Smart 8 Pro 8/128 RAM 8GB ROM 128GB Smart8,"Rp1,34jt - Rp1,39jt",Jakarta Pusat,SUPER_GADGET,5.0,250+ terjual,https://www.tokopedia.com/supergadgettt/infinix-smart-8-pro-8-128-ram-8gb-rom-128gb-smart8-galaxy-white-fs-8-128gb-ccad5?extParam=cmp%3D1%26ivf%3Dtrue%26src%3Dsearch
794,REALME 12 PLUS 5G 8/256 NEW GARANSI RESMI,"Rp3,72jt - Rp3,87jt",Medan,J3-SHOP,4.9,24 terjual,https://www.tokopedia.com/j3-shop/realme-12-plus-5g-8-256-new-garansi-resmi-green-8-256-9839c?extParam=ivf%3Dfalse%26src%3Dsearch
795,OPPO Reno11 F 5G 8GB/256GB -  Garansi Resmi,Rp4.399.000,Surabaya,tokolasvegas,5.0,40+ terjual,https://www.tokopedia.com/tokolasvegas/oppo-reno11-f-5g-8gb-256gb-garansi-resmi-ungu-5e1c1?extParam=ivf%3Dfalse%26src%3Dsearch
796,Samsung Galaxy A54 5G 8/256 Garansi Resmi,Rp5.999.999,Jakarta Pusat,Indigo Celuler,5.0,250+ terjual,https://www.tokopedia.com/indigoceluler/samsung-galaxy-a54-5g-8-256-garansi-resmi-promo-8-256?extParam=ivf%3Dfalse%26src%3Dsearch
797,Xiaomi Redmi Pad SE 4/128 Garansi Resmi,Rp2.100.000,Bekasi,Darlen shop,5.0,40+ terjual,https://www.tokopedia.com/darlensh/xiaomi-redmi-pad-se-4-128-garansi-resmi-grey-5c83e?extParam=ivf%3Dfalse%26src%3Dsearch
798,iPhone 15 Pro 128GB Garansi Resmi,Rp18.999.000,Denpasar,CELLULAR-WORLD,5.0,6 terjual,https://www.tokopedia.com/cellular-world/iphone-15-pro-128gb-garansi-resmi-naturaltitanium-17de7?extParam=ivf%3Dfalse%26src%3Dsearch
799,NEW Apple iPhone 11 64GB 128GB 256GB Garansi Resmi iBox TAM GDN,"Rp6,24jt - Rp8,09jt",Surabaya,GoodPonsel,5.0,250+ terjual,https://www.tokopedia.com/goodponsel/new-apple-iphone-11-64gb-128gb-256gb-garansi-resmi-ibox-tam-gdn-11-ibox-64gb-5ec72?extParam=ivf%3Dfalse%26src%3Dsearch%26whid%3D16574388
800,Samsung Galaxy M12 4/64GB,Rp1.955.200,Kab. Cianjur,Zeus online s,5.0,250+ terjual,https://www.tokopedia.com/zeusonlines/samsung-galaxy-m12-4-64gb?extParam=ivf%3Dfalse%26src%3Dsearch
801,Samsung A55 5G 8/256 GB Garansi Resmi SEIN,"Rp5,5jt - Rp5,67jt",Jakarta Pusat,Gudang-HP,4.9,100+ terjual,https://www.tokopedia.com/gudang-hp/samsung-a55-5g-8-256-gb-garansi-resmi-sein-8-256-promo-a2d5b?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch
802,Samsung Galaxy Z Fold 3 5G 12/256gb Bodi Mulus 99 ex Sein ada Lipatan,Rp7.990.000,Jakarta Pusat,wenz acc,N/A,N/A,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsJdosKhHAr7bm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-wZcu7rVJpQI2_81zjHcNMrJN3gSgwe7BOZjP0ypVMyBuiy12_yfBEzJthPOViqMWGgfON8cYgyBC6ZIVC_1YFQfFdQAPI1sr7_soE69ubzcWUyMPH33VEoju6PBgs69-qQ_C56VPuZcOVqVPy8Bu51Mhz_V-5_IUfHMVZejNtQmUDUSz2Q31i6sJRH_yOoAedHAUDUMoFyaUEop1Fbm-FQRo2PcB5QiUEH_yDUMVDgaUEUSo7QuYDHOYDHBYDHZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDfoZFaomFpHA179ZFiQBYsy3Njq3zxPcuwy3zpUsthoA1DUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEoAHObsjhHs1f6ArFHAJd6A1fbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-HJhkypuozVVd_OzVHjO13_o6qBjF_SB-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7B2PfBiQ_BO3_-uq1Y2ZM2g8juE33O3QJNNHIx6z71h_VzzoJdaz9zvzJ1p_3jFo1N1e_zozVJF33O6q7NJyfBHe72fyfODQMV9o3gqzOgR3A-Dq7BkQfBoe7BpZ37N83V9gICiQABRyf7Nqfz9_sCyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D692xzpBR3A-Dq7BkQfBoe7BpZ3NcHu2yZsuyHO-t3sooq1Y2ZSooQAxN_jxd6c-JZSoiHfedgjPR8c-I6_oMZIxEgJrh6cgIPR2y8jOR_BzZ6cgI_MB-q9P2yp-6PMoWuMggQj2fgAo6QJBkQfBoe7BpZ3N6qMUpZMhyH7ND3uxGqMVAZ_g-qj7h_OH7H1Nkz_C6qMoE_jzoHJN11_-6e7tNUiFiyfhOrRzBrBY2gVYfHiUEHpjfoAJDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsU7UiFiHpnOomUDUsHFo_1ibmUpHArpUiFiHpnO6mUDUs1p6AUi9ZFigR-5P9CwrRzay9zBgRji6BDhbA-Pbm-FrMBsguYiq3ei6srOHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstOHsUXHpKfHAndopnaHA1FomFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmd76AyaoAeOHsypH_rNopnNoI7?management_type=1&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fwenz-acc%2Fsamsung-galaxy-z-fold-3-5g-12-256gb-bodi-mulus-99-ex-sein-ada-lipatan%3FextParam%3Divf%253Dfalse%26src%3Dtopads&ob=23&pub_id=0&page=8&src=search&t=desktop&pub_domain=0&pub_unit=0&is_search=1&keywords=handphone
803,(RESMI) Samsung Galaxy S24 Ultra S24+ Plus S24 1TB 512GB 256GB,Rp12.199.000,Jakarta Pusat,Putra Group,5.0,100+ terjual,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsJpo_naose7bm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-wZcu7rVJpQI2_81zjHcNMrJN3gSgwe7BOZjP0ypVMyBuiy12_yfBEzJthPOViqMWGgfON8cYgyBC6ZIVC_1YFQfFdQAPI1sr7_soE69ubzcWUyMPH33VEoju6PBgs69-qQ_C56VPuZcOVqVPy8Bu51Mhz_V-5_IUfHMVZejNtQmUDUSz2Q31i6sJRH_yOoAedHAUDUMoFyaUEoAnFbm-FQRo2PcB5QiUEH_rDUMVDgaUEUSo7QuYDHOYDHBYDHZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDfoZFaomFpHA179ZFiQBYsy3Njq3zxPcuwy3zpUsthoA1DUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEoAedbs17HAHNoA1RHAHR6_jDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_3j7HjNJu_VozJja_jzuH1OJZ_-6zV1aZ3BRqujp1SByH7ND3uxGqMVAZ_g-qj1F_c2gHjY1qRB6qBjh_1zoHjNkypV-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ3O6qjO1_MBquO1p_VzVHVB1u9z6zcrp3uHFoJO1yRBHucDh_1zSP7NJ1MBgHBJF_SB-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3OR8uxEZ_CMZIxp_3OdPMep8AxizJgpysoj6cgU_sCi3IKdyjz6gjOEe_V6ZIKd3_--q1hAZS2gHsBN3ByNq3oW6_osHBu2_fB-P7B2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1OE3_uHqMDp_S2uP7OJz9xozcod_Oz-q3gzv_7ibm-sQIupPcua9fBj9RyaUstaopeFoaFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHseibmUpHA17UiFiHpnOoZUDUsHFopHibmUpHA1dUiFio_HdHi-Pbm-FrMBsguYiq3ei6seFHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstOHs1XH_KdHpJO6AKpHsnh6mFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmd7opyaopyfH_1hoArpo_nRwe?pub_domain=0&keywords=handphone&pub_unit=0&management_type=1&dv=desktop&pub_id=0&ob=23&r=https%3A%2F%2Fwww.tokopedia.com%2Fputragroup%2Fresmi-samsung-galaxy-s24-ultra-s24-plus-s24-1tb-512gb-256gb-s24-256gb-black-4bbdb%3FextParam%3Divf%253Dfalse%26src%3Dtopads&src=search&is_search=1&t=desktop&page=8
804,iphone 14 pro max iphone 14 pro second 128GB 256GB 512GB Apple,Rp12.700.000,Jakarta Pusat,kino phone cell,5.0,100+ terjual,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsnhHpnfHAydbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-wZcu7rVJpQI2_81zjHcNMrJN3gSgwe7BOZjP0ypVMyBuiy12_yfBEzJthPOViqMWGgfON8cYgyBC6ZIVC_1YFQfFdQAPI1sr7_soE69ubzcWUyMPH33VEoju6PBgs69-qQ_C56VPuZcOVqVPy8Bu51Mhz_V-5_IUfHMVZejNtQmUDUSz2Q31i6sJRH_yOoAedHAUDUMoFyaUEoA1Fbm-FQRo2PcB5QiUEH_KDUMVDgaUEUSo7QuYDHOYDHBYDHZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDfoZFaomFpHA1O9ZFiQBYsy3Njq3zxPcuwy3zpUsthoA1DUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEoA1dbsyOosjfop1OHprFoAyDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_3j7HjO1gpV6zJBd_1zSo1YJypu6qMraZ3BRqujp1SByH7ND3uxGqMVAZ_g-qMPO_jzV8jOEu9x6qjBE_32-oJO13_--q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ3O6qjO1_MBquO1p_VzVHVB1u9z6zcrp3uHFoJO1yRBHucDh_1zSP7NJ1MBgHBJF_SB-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3OR8uxEZ_CMZIxp_3OdPMep8AxizJgpysoj6cgU_sCi3IKdyjz6gjOEe_V63IKd3_--q1hAZS2gHsBN3ByNq3oW6_osHBu2_fB-P7B2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1OEypzHqjON_32V8jO1ypzouJj7_1zg8jBXHA7ibm-sQIupPcua9fBj9RyaUstaHA17oZFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHseibmUpHA17UiFiHpnOoZUDUsHFopHibmUpHA1dUiFio_HdHi-Pbm-FrMBsguYiq3ei6seOHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstOHsJXopeNH_nRHsjhHpeNHZFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmdpo_HOHsKho_HOopjO6_-Y?r=https%3A%2F%2Fwww.tokopedia.com%2Fhp-android-ios%2Fiphone-14-pro-max-iphone-14-pro-second-128gb-256gb-512gb-apple-ip-14-pro-128-black-normal-08575%3FextParam%3Divf%253Dtrue%26src%3Dtopads&t=desktop&is_search=1&src=search&pub_unit=0&keywords=handphone&pub_id=0&dv=desktop&management_type=1&ob=23&page=8&pub_domain=0
805,[ORIGINAL] HANDPHONE SAMSUNG CARAMEL DUAL SIM SAMSUNG LIPAT 1 TAHUN,Rp206.100,Jakarta Barat,Dhexshop,4.9,90+ terjual,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsJposUO6AUfbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-wZcu7rVJpQI2_81zjHcNMrJN3gSgwe7BOZjP0ypVMyBuiy12_yfBEzJthPOViqMWGgfON8cYgyBC6ZIVC_1YFQfFdQAPI1sr7_soE69ubzcWUyMPH33VEoju6PBgs69-qQ_C56VPuZcOVqVPy8Bu51Mhz_V-5_IUfHMVZejNtQmUDUSz2Q31i6sJRH_yOoAedHAUDUMoFyaUEoAnFbm-FQRo2PcB5QiUEH_jDUMVDgaUEUSo7QuYDHOYDHBYDHZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDfoZFaomFpHA1d9ZFiQBYsy3Njq3zxPcuwy3zpUsthoA1DUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEoAHNbsUfHseF6AU7HAeOoAUObm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-Q1Nk_uz6qu29u_oHuJ1F3uzuPJNJgpog1pn7_uzs81h1qpVozcPR_jzZquja1_C681BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PN3I2-HcgU8IooH_xE_1zuocgU8IooQ9xfgAod6c-JzSoiHfedgjx6Hc-y8AxgHjB2_JoG8Bja69BqusB2yf7NHfHau3Bvq1BRZ3BRq3Ha_SgsQugMyp-3qcoW_MY-qMY2_92g81hk_9B6zV1p_jzgoJYJyRP6qBV2gBJYvZUDUMoDP9o7g9-wq3zwPsUi6sKaHAeDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsU7UiFiHpnOomUDUsHFo_1ibmUpHArpUiFiHpnO6mUDUs1p6AUi9ZFirI-2yfuwyMBjUst7HAnDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEo_UhbsydopKhoAJ76_j7Hp1DUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXo_HaH_1FHAKO6AyOHsUawe?r=https%3A%2F%2Fwww.tokopedia.com%2Fdhexsh%2Foriginal-handphone-samsung-caramel-dual-sim-samsung-lipat-1-tahun-hitam-d717e%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_id=0&ob=23&pub_unit=0&keywords=handphone&dv=desktop&is_search=1&page=8&management_type=1&t=desktop&pub_domain=0&src=search
806,(RESMI) Samsung Galaxy S23 Ultra S23+ Plus S23 1TB 512GB 256GB 128GB,Rp9.799.000,Jakarta Pusat,Putra Group,5.0,750+ terjual,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_KpoAnFosyFbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-wZcu7rVJpQI2_81zjHcNMrJN3gSgwe7BOZjP0ypVMyBuiy12_yfBEzJthPOViqMWGgfON8cYgyBC6ZIVC_1YFQfFdQAPI1sr7_soE69ubzcWUyMPH33VEoju6PBgs69-qQ_C56VPuZcOVqVPy8Bu51Mhz_V-5_IUfHMVZejNtQmUDUSz2Q31i6sJRH_yOoAedHAUDUMoFyaUEoAnFbm-FQRo2PcB5QiUEHsnDUMVDgaUEUSo7QuYDHOYDHBYDHZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDfoZFaomFpHA179ZFiQBYsy3Njq3zxPcuwy3zpUsthoA1DUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEoAefbs1O6AHp6_jfHsjaHpHDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_uH7H7NJ19xvzVBR_jzgH1O1z_-oqMP2_JoGqMzUZMgsHBgtyfO6Q7BkQfBvepzE_S20oJYJgRB6qMPd_BzgHJOk13BHe72a3BxDHfUpZMWyH7NkysoGQJBkQfBoe7BpZ37OPM-W_Mh-qMY23_-o8J7aZMhquco7_uzZqJN_HACvzczt_VzS8JNEZ9zvuVuR_7zCHJNIZM2qzVJpZ3BRq3UpZSCqHMhO3A-ZQcoc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMoUZSgqZVgkgJyNrV2AZ_g-qjV2_JoGPMoWQcNxupuMyp-tPMoc69Cqe7jfZ32Cq1hAZSxjuOgNguyNHVB9gI2-qMY2yjzGgjOk1sxMzRPNyjrNHfgU8IoouRxfgAod6cHp1SzMZIxp__Jd8jOJu_CMZIxk33B-r7BX_M2iH72D3A-G83UpgI2q17jfZ32Cq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-8jNkgRuo8BVN_M2CHjY1gRB6qj77_BoG6ZUDUMoDP9o7g9-wq3zwPsUi6sURoAnRbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUaomUDUsHFo_eibmUpHA1OUiFiHpnRHaUDUsHFo_KibmUOHpKaUB7DUSCaq3oB9f-2gmUEoAnFbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6s1h6mdOHs1NosU7HsjpHAHDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXoAep6Aydop1NosjfHpUO6I7?pub_id=0&pub_domain=0&ob=23&dv=desktop&is_search=1&pub_unit=0&page=8&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fputragroup%2Fresmi-samsung-galaxy-s23-ultra-s23-plus-s23-1tb-512gb-256gb-128gb-s23-256gb-black%3FextParam%3Divf%253Dfalse%26src%3Dtopads&keywords=handphone&t=desktop&src=search
807,Samsung Galaxy A05 4/64Gb 4/128Gb 6/128Gb garansi Resmi SEIN,"Rp1,32jt - Rp1,79jt",Bekasi,Pada Suka Phone,5.0,100+ terjual,https://www.tokopedia.com/rudyphone78/samsung-galaxy-a05-4-64gb-4-128gb-6-128gb-garansi-resmi-sein-hijau-4-64-e5240?extParam=ivf%3Dfalse%26src%3Dsearch
808,Samsung Galaxy A05 4/64 GB Garansi Resmi SEIN - Instant Kurir,Rp1.295.000,Jakarta Barat,Voucher Central,5.0,100+ terjual,https://www.tokopedia.com/vouchercentral/samsung-galaxy-a05-4-64-gb-garansi-resmi-sein-instant-kurir-random-2b6b4?extParam=ivf%3Dfalse%26src%3Dsearch
809,Xiaomi Redmi 6 ram 4gb internal 64gb,Rp600.000,Jakarta Pusat,Dolphin Cell 01,5.0,70+ terjual,https://www.tokopedia.com/dolphincell01/xiaomi-redmi-6-ram-4gb-internal-64gb?extParam=ivf%3Dfalse%26src%3Dsearch
810,Redmi Note 13  Pro PLUS 5G,"Rp5,58jt - Rp5,75jt",Jakarta Pusat,jikalaku,5.0,100+ terjual,https://www.tokopedia.com/jikalaku/redmi-note-13-pro-plus-5g-mystic-silver-12-512gb-db12a?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch
811,Infinix Note 40 Pro 8/256 gb Garansi Resmi,"Rp3,43jt - Rp4,38jt",Jakarta Pusat,prima jaya cell,5.0,90+ terjual,https://www.tokopedia.com/primajayacell/infinix-note-40-pro-8-256-gb-garansi-resmi-4g-8-256gb-9cf84?extParam=ivf%3Dfalse%26src%3Dsearch
812,Realme C53 Smartphone 6/128 GB Garansi Resmi,Rp1.829.000,Jakarta Pusat,OKESHOP,5.0,100+ terjual,https://www.tokopedia.com/okeshop/realme-c53-smartphone-6-128-gb-garansi-resmi-black-9b6da?extParam=ivf%3Dfalse%26src%3Dsearch
