no,product_name,product_price,shop_location,shop_name,shop_rating,products_sold,product_url
359,XIAOMI POCO M5 4/128 SECOND MULUS FULLSET ACC LENGKAP,Rp1.435.000,Jakarta Utara,Realphone Cellular,5.0,13 terjual,https://www.tokopedia.com/realphone08/xiaomi-poco-m5-4-128-second-mulus-fullset-acc-lengkap?extParam=ivf%3Dfalse%26src%3Dsearch
360,ViVO Y27s 8/256GB NFC 8GB+8GB Ram 44W FlashCharge 5OMP Garansi Resmi,"Rp2,06jt - Rp2,09jt",Jakarta Utara,Super Hp Store,4.9,100+ terjual,https://www.tokopedia.com/superhp/vivo-y27s-8-256gb-nfc-8gb-8gb-ram-44w-flashcharge-5omp-garansi-resmi-8-128gb-promo-13fa5?extParam=ivf%3Dfalse%26src%3Dsearch
361,Samsung Galaxy A05 4/64GB | 4/128GB | 6/128GB - Garansi SEIN,"Rp1,37jt - Rp1,87jt",Jakarta Pusat,Gadget Point Store,5.0,50+ terjual,https://www.tokopedia.com/gadgetpoint/samsung-galaxy-a05-4-64gb-4-128gb-6-128gb-garansi-sein-4-64gb-samsung-a05-e9bc8?extParam=ivf%3Dfalse%26src%3Dsearch%26whid%3D14587366
362,iPhone 15 Pro Max 256GB 512GB 1TB Garansi Resmi,"Rp21,7jt - Rp34,8jt",Jakarta Pusat,Pandawatiga,5.0,250+ terjual,https://www.tokopedia.com/pandawatiga/iphone-15-pro-max-256gb-512gb-1tb-garansi-resmi-black-promo-256gb-c3e38?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch
363,Samsung Galaxy Tab S6 Lite 4/128 GB - Gray,Rp6.299.000,Palu,Makmur Jaya Palu - Samsung Authorized,N/A,N/A,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_eao_eO6Anpbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-wZcu7rVJpQI2_81zjHcNMrJN3gSgwe7BOZjP0ypVMyBuiy12_yfBEzJthPOViqMWGgfON8cYgyBC6ZIVC_1YFQfFdQAPI1sr7_soE69ubzcWUyMPH33VEoju6PBgs69-qQ_C56VPuZcOVqVPy8Bu51Mhz_V-5_IUfHMVZejNtQmUDUSz2Q31i6sJRH_yOoAeRo_UDUMoFyaUE6_nFbm-FQRo2PcB5QiUEoiFiqfuNPfYagVY2gmUEH_1d6AyOosHfoaFiy3hSUstiqRzwyS-5y3zwPc7ibm-XP3Oig9-wQfgwy3zpUstaoZFiQSuWyMua9fVjrOYag9Ji6sUObm-sy9zwq3zpUs2Qos1DHsrfbAHFopoPbm-X9foxQMz2gcV7guYxgIHi6sJhoiFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstposyXo_ja6_rfosydH_UNHAeDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32CP1OJypz68Bu2_JoGP3Uao32q17jfZ32go1N11_VozVjp_VPZQu2kyRz6zJJp33jhqujaz_CHuJjF3uPZQu213Mho8BjF_1o-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3NZPcgU8I-jzsB2yf7NqV2AZ9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBke3BHe72E3_UN8u23692qu7gN3_-Sq1Y2Z92ozJBO_92S8jOE392oqB1F_S2So1OJ33BM1_7YUiFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHseibmUpHA17UiFiHpnOoZUDUsHFopHibmUpHA1dUiFio_HdHi-Pbm-ag3hBPMVXyfuwrfo5rM1i6snXopnpopJaHpyfoAHNHseFoaFirI-2yfuwyMBjUstNHAnDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEoAUObsKpHA1R6AnR6Ajpo_KDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXHpyposHh6AjNo_nd6Ae7HS7?pub_domain=0&dv=desktop&management_type=1&src=search&page=4&pub_id=0&ob=23&r=https%3A%2F%2Fwww.tokopedia.com%2Fmakmurjayapalu%2Fsamsung-galaxy-tab-s6-lite-4-128-gb-gray%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_unit=0&keywords=handphone&is_search=1&t=desktop
364,Infinix Note 40 8/256GB - Up to 16GB Extended RAM - Helio G99 - 6.78”,Rp2.869.000,Jakarta Utara,Invens Official Store,5.0,100+ terjual,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsJNHA1hHp1Rbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-wZcu7rVJpQI2_81zjHcNMrJN3gSgwe7BOZjP0ypVMyBuiy12_yfBEzJthPOViqMWGgfON8cYgyBC6ZIVC_1YFQfFdQAPI1sr7_soE69ubzcWUyMPH33VEoju6PBgs69-qQ_C56VPuZcOVqVPy8Bu51Mhz_V-5_IUfHMVZejNtQmUDUSz2Q31i6sJRH_yOoAeRo_UDUMoFyaUEoAnFbm-FQRo2PcB5QiUEoaFiqfuNPfYagVY2gmUEo_epHsj7H_eNHmFiy3hSUstiqRzwyS-5y3zwPc7ibm-XP3Oig9-wQfgwy3zpUstaoZFiQSuWyMua9fVjrOYag9Ji6sUObm-sy9zwq3zpUs2Qos1DHseDHpnOoV7DUMNwyfVXgcBjy9zB9fVjraUEH_Jfbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiy3zwrfo5rM1i6sH76mddHprhHAjRHArfosHpbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-8jhkZ_V6ucPd_920H1OE1_zvzJ7p_3B-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7hke92617BpZ37OPM-W_Mh-qMY2_M20H1NJu9P6qMo73jPqQ1NNHACozcz2_VPGqBB119zoqB-t3jPqQJNWu926qBVRZ3BRq3UpZSCqHMhO3A-ZQcoc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMoUZSgqZVgkgJyNrV2AZ_g-qjV2_JoGPMoWQcNxupuMyp-tPMoc69Cqe7jfZ32Cq1hAZSxjuOgNguyNHVB9gI2-qMY2gJrh6cgIPACyHj2Nys-cq7B2PfBsHjNfyfO3gBBXZSgjH7NDZ325q1OAZ9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBkZ_z68_ep_92sHJNEypoo8j7O_OzCHJBXHA7ibm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUaomUDUsHFo_eibmUpHA1OUiFiHpnRHaUDUsHFo_KibmUOHpKaUB7DUS-BQcufy3NsguYpyfYagZUEHmddopUposKfosjFHpKOHprObm-FrMBsguYiq3ei6seFHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUst7HAJX6AJhH_nRHsrdopjpHAHDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXoAnhH_jfH_UhHpJaH_yfHsuY?ob=23&r=https%3A%2F%2Fwww.tokopedia.com%2Finvensofficial%2Finfinix-note-40-8-256gb-up-to-16gb-extended-ram-helio-g99-6-78-obsidian-black-b67e7%3FextParam%3Divf%253Dfalse%26src%3Dtopads&src=search&is_search=1&management_type=1&dv=desktop&pub_id=0&pub_unit=0&page=4&t=desktop&pub_domain=0&keywords=handphone
365,Samsung Galaxy Tab S8 5G 8/128GB - Graphite,Rp12.999.000,Palu,Makmur Jaya Palu - Samsung Authorized,N/A,N/A,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_yNH_1aHArfbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-wZcu7rVJpQI2_81zjHcNMrJN3gSgwe7BOZjP0ypVMyBuiy12_yfBEzJthPOViqMWGgfON8cYgyBC6ZIVC_1YFQfFdQAPI1sr7_soE69ubzcWUyMPH33VEoju6PBgs69-qQ_C56VPuZcOVqVPy8Bu51Mhz_V-5_IUfHMVZejNtQmUDUSz2Q31i6sJRH_yOoAeRo_UDUMoFyaUE6_nFbm-FQRo2PcB5QiUE6mFiqfuNPfYagVY2gmUEH_1d6AyOosHfoaFiy3hSUstiqRzwyS-5y3zwPc7ibm-XP3Oig9-wQfgwy3zpUstaoZFiQSuWyMua9fVjrOYag9Ji6sUObm-sy9zwq3zpUs2Qos1DHsrfbAHFopoPbm-X9foxQMz2gcV7guYxgIHi6sJhoiFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstpopnXHAKpoAjFo_1pH_jFopyDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32CP1OJypz68Bu2_JoGP3Uao32q17jfZ32go1N11_VozVjp_VPZQu2kyRz6zJJp33jhqujaz_CHuJjF3uPZQu213Mho8BjF_1o-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3NZPcgU8I-jzsB2yf7NqV2AZ9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBke3BHe72E3_UN8u23692qu7gN3_-Sq1Y2Z92ozVuO_32g81N1e_V6uJJh_7zCo1ONZsjibm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUaomUDUsHFo_eibmUpHA1OUiFiHpnRHaUDUsHFo_KibmUOHpKaUB7DUS-BQcufy3NsguYpyfYagZUEHmdRHpJOHAUposHRH_eaHAUhbm-FrMBsguYiq3ei6sjFHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUst7Hs1Xo_nOHAjOH_JO6Ajp6_eDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXHpU7H_KhHAj7o_JpHpKNHS7?pub_unit=0&ob=23&r=https%3A%2F%2Fwww.tokopedia.com%2Fmakmurjayapalu%2Fsamsung-galaxy-tab-s8-5g-8-128gb-graphite%3FextParam%3Divf%253Dfalse%26src%3Dtopads&is_search=1&keywords=handphone&src=search&pub_id=0&page=4&management_type=1&t=desktop&pub_domain=0&dv=desktop
366,IPHONE 13 PRO 128 GB RESMI APPLE IMEI PERMANEN SETARA IMEI BEA CUKAI / IBOX SINYAL ON ALL OPERATOR BODY MULUS LIKE NEW FULL SET,Rp10.500.000,Jakarta Barat,Healthy Co,N/A,N/A,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsUFopeOH_Jfbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-wZcu7rVJpQI2_81zjHcNMrJN3gSgwe7BOZjP0ypVMyBuiy12_yfBEzJthPOViqMWGgfON8cYgyBC6ZIVC_1YFQfFdQAPI1sr7_soE69ubzcWUyMPH33VEoju6PBgs69-qQ_C56VPuZcOVqVPy8Bu51Mhz_V-5_IUfHMVZejNtQmUDUSz2Q31i6sJRH_yOoAeRo_UDUMoFyaUEH_HFHmFircYpq9z2Qfdi6sjDUMWB89P5rMzwq3ei6s1O6AKfHAKF6AHDUMVDgaUEUMW79fudy3o79RzWUiFiQSuWyMua9fYM9fVjraUEHs1DUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pyObAU7bAHFo_uPbm-X9foxQMz2gcV7guYxgIHi6sJhoiFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstpHpHXopraHsU7H_1p6AHpHZFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9PHqMDO_1zCo1Y1e9PvucWR_1z0o1OJz3BHe72a3BxDHfUpZMWyH7NkysoGQJBkQfBoepzd_M2oH7N_Z9o-Q_ufyMO6QJBkQfB6qMDh_jzuP7NkyRzqzO2W_SjFHJOJgcBHu72k3uzzPJOk1MxqzO2D_MOu8jNk19P-q9P2ysoGrVtaQIuyHB-Dy7yNrV2AZ_g-qjV2_JoGPMoWQcNxupuMy7xGPB2UuM2jzsBF3jo-ojBke3BHe72fyfODQMV9o3gsHMxfy7yNrV2AZ_g-qjV2_JoG8cz9uSBBusjF3uPj8jBkQfBjzpJdgjP7HVKauszgu7dFZ3BRq3Ha_SgsQugM33NGPMep_Mh-qMY2_1o-r7BX_M2iH72D3Ao6QVByZM2xe7jfZ32-H7N_oI2ouJuN_jzVo1Nke_u6ucr7Z3dFvZUDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsU7UiFiHpnOomUDUsHFo_1ibmUpHArpUiFiHpnO6mUDUs1p6AUi9ZFirMuDg9gxQMoB9RosQR-BUstFbsyOo_jfo_HNopJhHpnfoiFirI-2yfuwyMBjUsthHpnFbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6sHN6mdfoAyfH_nNH_nF6_Khbm-hP3ua8uYag3hay3N09RosQR-BUstFbseFHsKNHAKFop1R6AUOHpgY?pub_id=0&r=https%3A%2F%2Fwww.tokopedia.com%2Farchive-healthyc-1-1637303426%2Fiphone-13-pro-128-gb-resmi-apple-imei-permanen-setara-imei-bea-cukai-ibox-sinyal-on-all-operator-body-mulus-like-new-full-set%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_unit=0&r_replacement=new&keywords=handphone&page=4&t=desktop&dv=desktop&is_search=1&ob=23&src=search&management_type=1&pub_domain=0
367,Oppo A98 5g 8/256 Second Like New,Rp2.900.000,Kab. Kutai Kartanegara,Ady99_Store,N/A,N/A,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEHsJa6_JN6AjFbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-wZcu7rVJpQI2_81zjHcNMrJN3gSgwe7BOZjP0ypVMyBuiy12_yfBEzJthPOViqMWGgfON8cYgyBC6ZIVC_1YFQfFdQAPI1sr7_soE69ubzcWUyMPH33VEoju6PBgs69-qQ_C56VPuZcOVqVPy8Bu51Mhz_V-5_IUfHMVZejNtQmUDUSz2Q31i6sJRH_yOoAeRo_UDUMoFyaUEH_UFHmFircYpq9z2Qfdi6sJFbm-0g9BRQR-j9fBjUst76_1NHpyho_jpbm-xQcri6i-0PVYB8cVsPVY7QZUDUMNOQ3-BrBY5gBYxgIHi6sUObm-XP3Oig9-wy3zp9R-BrZUEHs1DUMoxPVY2gIHi6BDfoZFaomFpHA179ZFiQBYsy3Njq3zxPcuwy3zpUsthH_yDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-xgVYpyfYagZUEHpHdbsHpHpUdHA1N6AnOoAK7bm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-81B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke9uouV1hZ3BRq3-W69ugHBu2_fB-HjY1u_C6uJJa_SjhqO2W3_oHuVVR_s--PVBW_Mx6epCN_jPcqO2Wu_-quJ7a_jzCq1hAZSgsQ3hXyurOgB2IuSPyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D69PsQ_B0gVP6HVKaQcW-qMY2_1o-r7BW69BxufzFyMFN8MVI69PyHMh0Z325q1OAZ9o-Qjyh3BxGouKp1MxqH7O2_fBGHc-y8AxxHO-M3BxtqVjp13BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z9P-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBoqMHO_c2CH7OE19xvzcHF_Ozo81NJ13BM1_7YUiFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHseibmUpHA17UiFiHpnOoZUDUsHFopHibmUpHA1dUiFio_HdHi-Pbm-ag3hBPMVXyfuwrfo5rM1i6snXopKpopUfo_URH_1RosHRoaFirI-2yfuwyMBjUsthHsnFbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6sHNoadpHpHd6AKOHpnOosedbm-hP3ua8uYag3hay3N09RosQR-BUstFbsHposUdosKf6AUfoAJhHsjRwe?t=desktop&pub_unit=0&src=search&keywords=handphone&is_search=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fady-gadget%2Foppo-a98-5g-8-256-second-like-new%3FextParam%3Divf%253Dfalse%26src%3Dtopads&pub_domain=0&page=4&ob=23&dv=desktop&pub_id=0&management_type=1
368,SAMSUNG GALAXY A05 4/64 NEW,Rp1.350.000,Jakarta Selatan,MRY cell,5.0,500+ terjual,https://www.tokopedia.com/erna135/samsung-galaxy-a05-4-64-new-black-9ed28?extParam=ivf%3Dfalse%26src%3Dsearch
369,(IBOX) Apple iPhone 15 Pro 1TB 512GB 256GB 128GB Black Blue Titanium,"Rp18,2jt - Rp29,4jt",Jakarta Pusat,Putra Group,5.0,250+ terjual,https://www.tokopedia.com/putragroup/ibox-apple-iphone-15-pro-1tb-512gb-256gb-128gb-black-blue-titanium-128gb-promo-blue-titanium-8a438?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch
370,Vivo Y36 5G / LTE 8/256 GB Garansi Resmi Y 36 Not Y15s Y16 Y22 Y35,"Rp2,38jt - Rp4,89jt",Jakarta Pusat,Distributor Ponsel,4.9,250+ terjual,https://www.tokopedia.com/distriponsel/vivo-y36-5g-lte-8-256-gb-garansi-resmi-y-36-not-y15s-y16-y22-y35-4g-8-256-gold-non-bundle-d1b80?extParam=ivf%3Dtrue%26src%3Dsearch
371,XIAOMI REDMI A3 4/128 GARANSI RESMI BNIB NO REPACK,Rp1.165.000,Surabaya,GBU+,5.0,100+ terjual,https://www.tokopedia.com/gbu1/xiaomi-redmi-a3-4-128-garansi-resmi-bnib-no-repack?extParam=ivf%3Dfalse%26src%3Dsearch
372,xiaomi redmi 4a 2 16gb handphone originall,Rp400.000,Jakarta Pusat,yude cell official,4.6,26 terjual,https://www.tokopedia.com/yude-cell-official/xiaomi-redmi-4a-2-16gb-handphone-originall?extParam=ivf%3Dfalse%26src%3Dsearch
373,Xiaomi redmi 4X 4/64 Garansi Distributor 1 Tahun,Rp550.000,Jakarta Barat,INFINITITE SHOP,4.8,500+ terjual,https://www.tokopedia.com/infinitite/xiaomi-redmi-4x-4-64-garansi-distributor-1-tahun?extParam=ivf%3Dfalse%26src%3Dsearch
374,Xiaomi Redmi Pad SE 4GB 128GB Gray Green Garansi Resmi,"Rp2,15jt - Rp2,16jt",Jakarta Pusat,iStuffOriginal,5.0,100+ terjual,https://www.tokopedia.com/istufforiginal/xiaomi-redmi-pad-se-4gb-128gb-gray-green-garansi-resmi-promo-gray-f3ef7?extParam=cmp%3D1%26ivf%3Dfalse%26src%3Dsearch
375,Redmi 13C 6/128 GB Garansi Resmi Xiaomi (INSTAN),Rp1.549.000,Malang,Meteor Cell Official Store,5.0,28 terjual,https://www.tokopedia.com/meteorcell/redmi-13c-6-128-gb-garansi-resmi-xiaomi-instan?extParam=ivf%3Dfalse%26src%3Dsearch
376,Xiaomi Redmi 13C 13 C Tiga kamera AI 50 MP 16 GB RAM Garansi Resmi,"Rp1,47jt - Rp1,83jt",Jakarta Pusat,Vertix Gadget,4.9,50+ terjual,https://www.tokopedia.com/vertixgadget/xiaomi-redmi-13c-13-c-tiga-kamera-ai-50-mp-16-gb-ram-garansi-resmi-midnight-black-6-128-dccc9?extParam=ivf%3Dfalse%26src%3Dsearch%26whid%3D14760023
377,REALME C51 NFC RAM 4/128 | C 51 4/64 NFC GARANSI RESMI REALME,"Rp1,19jt - Rp2,01jt",Jakarta Barat,Mitra Ponsel 88,5.0,18 terjual,https://www.tokopedia.com/mitraponsel88/realme-c51-nfc-ram-4-128-c-51-4-64-nfc-garansi-resmi-realme-c30s-3-32-hitam-no-bonus-9783a?extParam=ivf%3Dfalse%26src%3Dsearch
378,"Vivo Y22 4G 6/128 GB 4/64GB Garansi Resmi not Y21 Y27 Y02T - Y22 4/128 Promo, Non Bundle",Rp1.473.000,Jakarta Pusat,Onestop Ponsel,4.9,250+ terjual,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_URoArR6_rRbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-wZcu7rVJpQI2_81zjHcNMrJN3gSgwe7BOZjP0ypVMyBuiy12_yfBEzJthPOViqMWGgfON8cYgyBC6ZIVC_1YFQfFdQAPI1sr7_soE69ubzcWUyMPH33VEoju6PBgs69-qQ_C56VPuZcOVqVPy8Bu51Mhz_V-5_IUfHMVZejNtQmUDUSz2Q31i6sJRH_yOoAeRo_UDUMoFyaUEoAnFbm-FQRo2PcB5QiUEH_JDUMWB89P5rMzwq3ei6s1Oo_nFo_1No_KDUMVDgaUEUMW79f-aQfVj9RzWUiFiQSuWyMua9fYM9fVjraUEHs1DUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pyObAU7bAHFo_zPbm-X9foxQMz2gcV7guYxgIHi6sJhoiFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstpoArXHA17H_HdHsKdoAKpHiFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9xHqMD7_jzs8jOkgRB6zVVN_S2zoJO_Z9o-Q9zDguxjPMoW1MgsHjNfyfOuq1Y2Z9PHqjVE_Bo-r7BWo9giQ1NDZ325q1NkqpV6zVuR_M2sPV2I3MO68_nF_1zjq1h9ZM2guVV7_32ZqV2I3Mh6QuuE_M2zP7B2PfBiH72F3s-DPuKa1MhszsBF3jo-ojBke3BHe72fyfODQMV9o3gsZJ2f3jx3qMzc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMHaqIgszsBF3jo-ojBke3BHe72dgVP383u36_CgufzEZ325q3zIH_xMzReF3A-G83UazMW-q9P2yp-6PMoWuMggQj2fgAo6QJBkQfBoe7BpZ3N6qMUpZMhyH7ND3uxGqMVAZ_g-qjj7_Mj781Nk3_ovucHO_uzC81OkgfBM1_7YUiFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiHseibmUpHA17UiFiHpnOoZUDUsHFopHibmUpHA1dUiFio_HdHi-Pbm-SrMYOrVYpPI-xPcuS8ZUE3pJDHB7DUS-BQcufy3NsguYpyfYagZUEHmddHpJNoAUdosHRHAeNoprDUSCaq3oB9f-2gmUEoAnFbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6sHNoZd7osU7osJ7osHR6_rpoZFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmdpo_jNoAeNopHdoAjNHseRoI7?pub_domain=0&page=4&r=https%3A%2F%2Fwww.tokopedia.com%2Fonestop-ponsel%2Fvivo-y22-4g-6-128-gb-4-64gb-garansi-resmi-not-y21-y27-y02t-y22-4-128-promo-non-bundle-319c0%3FextParam%3Dcmp%253D1%2526ivf%253Dfalse%26src%3Dtopads&ob=23&t=desktop&is_search=1&dv=desktop&pub_id=0&pub_unit=0&src=search&keywords=handphone&management_type=1
379,Samsung Galaxy A13 4/128GB - Blue,Rp2.499.000,Palu,Makmur Jaya Palu - Samsung Authorized,N/A,N/A,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_1FHpjdHpKpbm-xgVY789CBUsthbm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-wZcu7rVJpQI2_81zjHcNMrJN3gSgwe7BOZjP0ypVMyBuiy12_yfBEzJthPOViqMWGgfON8cYgyBC6ZIVC_1YFQfFdQAPI1sr7_soE69ubzcWUyMPH33VEoju6PBgs69-qQ_C56VPuZcOVqVPy8Bu51Mhz_V-5_IUfHMVZejNtQmUDUSz2Q31i6sJRH_yOoAeRo_UDUMoFyaUE6_nFbm-FQRo2PcB5QiUEH_UDUMWB89P5rMzwq3ei6sJO6AKfo_yposrDUMVDgaUEUMW79f-aQfVj9RzWUiFiQSuWyMua9fYM9fVjraUEHs1DUMNOQ3-BrBYxgIowrMuhUstaoZFiyfV79fBjraUE3pyObAU7bAHFo_zPbm-X9foxQMz2gcV7guYxgIHi6sJhoiFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMVj9RosQR-BUstpHpyX6AndHsKdHAJF6AHOoiFirpowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9xoe7BpZ3O7QcuygIgsQu-Myp-6PMoWu3Bvq1BR_c2CH7YJypV-q9P2yM7NPujau3Bvq1ja_OzuHJN1e_-68_V03MOgH7h119P6HjB733O6qJNAHIB6z7g03MOuHB21__-6zJV2_JoGPMoWQcNxupuM3jP3POKaQcW-qMY2_1o-r7BW69BxufzFyMFNPfoW63Wju7dF3A-Dq7BkQfBoe7BpZ37N83V9gICiQABEy1rNPOKaQcW-qMY2_1o-r7BXzsVq3JtO3AoZqVtp_3Bvq1tFyBxd6cJp1MggQj2f3uPzq1hAZS2gHsBN3ByNq3oW6_osHBu2_fB-P7B2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1OkypoHqMPd_Bzu8jOkz_-6zVJF_jzsq3gzv_7ibm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUaomUDUsHFo_eibmUpHA1OUiFiHpnRHaUDUsHFo_KibmUOHpKaUB7DUS-BQcufy3NsguYpyfYagZUEHmdNHAUFopyd6AyhHseOHp1dbm-FrMBsguYiq3ei6sjFHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstp6_UX6_jhHpJhoAH7os1hosyDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXHp1RopnFHpUOosJa6AJfoS7?pub_unit=0&page=4&management_type=1&src=search&pub_domain=0&t=desktop&ob=23&r=https%3A%2F%2Fwww.tokopedia.com%2Fmakmurjayapalu%2Fsamsung-galaxy-a13-4-128gb-blue%3FextParam%3Divf%253Dfalse%26src%3Dtopads&keywords=handphone&is_search=1&pub_id=0&dv=desktop
